target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,blank.started,text.started,blank.stopped,text.stopped,respFlanker.keys,respFlanker.corr,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,respFlanker.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,22,22,32,,,,1084.9878863000777,1086.1873213000363,1086.1873213000363,1086.807636499987,s,1,如愿,k,1,0.8689140999922529,0.5110109000233933,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,23,23,48,,,,1088.3028773000697,1089.5022815000266,1089.5022815000266,1089.9187425000127,s,1,吉祥,k,1,1.5192833000328392,0.5798205999890342,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,24,24,75,,,,1092.1343019000487,1093.333698600065,1093.333698600065,1093.9553576000035,s,1,慌忙,l,1,0.8036736999638379,0.47618980007246137,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,25,25,22,,,,1095.3493575000903,1096.5487583000213,1096.5487583000213,1097.0189967000624,s,1,廉洁,k,1,0.9377867999719456,0.6998881000326946,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,26,26,9,,,,1098.780938000069,1099.980321100098,1099.980321100098,1100.5933788000839,a,1,冷笑,l,1,2.410029900027439,0.5498369000852108,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,27,27,10,,,,1103.6784474999877,1104.8778889999958,1104.8778889999958,1105.2946282000048,a,1,前进,k,1,1.0507943999255076,0.5403438999783248,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,28,28,30,,,,1107.0101094000274,1108.2095388000598,1108.2095388000598,1108.6759436000139,s,1,爽朗,k,1,1.2397384999785572,0.6227502999827266,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,29,29,58,,,,1110.6582683000015,1111.8576573000755,1111.8576573000755,1112.3810222999891,a,1,丰满,k,1,2.281742899911478,0.5247364999959245,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,30,30,33,,,,1115.2892947000219,1116.4886725000106,1116.4886725000106,1116.9273413000628,a,1,浪费,l,1,1.0481100999750197,0.4816502000903711,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,31,31,40,,,,1118.5543233000208,1119.7537270000903,1119.7537270000903,1120.169275799999,s,1,旺盛,None,0,,0.5128971000667661,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,32,32,68,,,,1123.2852783000562,1124.4679795000702,1124.4846703000367,1125.0890070000896,a,1,公平,k,1,0.6183976999018341,0.7343069000635296,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,33,33,78,,,,1126.5669466999825,1127.7663208000595,1127.7663208000595,1128.3839608000126,s,1,精致,k,1,1.4423028000164777,0.555919999955222,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,34,34,39,,,,1130.498329400085,1131.697740700096,1131.697740700096,1132.1683679000707,a,1,丢失,l,1,1.201150399981998,0.7743530999869108,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,35,35,73,,,,1134.2630910000298,1135.4624590000603,1135.4624590000603,1135.9258192999987,a,1,损害,l,1,1.421163700055331,0.5774072000058368,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,36,36,27,,,,1138.044506700011,1139.2439311000053,1139.2439311000053,1139.6820031000534,s,1,伤心,l,1,1.3395601999945939,0.5267828999785706,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,37,37,7,,,,1141.6426774000283,1142.842096000095,1142.842096000095,1143.3650125000859,a,1,闷热,l,1,1.6800352000864223,0.5561224999837577,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,38,38,1,,,,1145.7072958000936,1146.9066880000755,1146.9066880000755,1147.3766386000207,a,1,厌恶,l,1,0.8609862000448629,0.47704250004608184,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,39,39,77,,,,1148.8224052999867,1150.0218105000677,1150.0218105000677,1150.6372213000432,s,1,消沉,l,1,0.9540534999687225,0.5649822000414133,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,40,40,24,,,,1152.2873204000061,1153.4867382000666,1153.4867382000666,1154.0981715000235,s,1,圣洁,k,1,0.8328871000558138,0.5311491000466049,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,41,41,49,,,,1155.5690132000018,1156.7684306000592,1156.7684306000592,1157.2373480000533,a,1,杂乱,l,1,0.9502454999601468,0.49542639998253435,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,42,42,25,,,,1158.8007495000493,1160.0001288000494,1160.0001288000494,1160.5611486000707,a,1,缺乏,l,1,0.826946199988015,0.4679033999564126,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,43,43,13,,,,1161.9824574000668,1163.1818275999976,1163.1818275999976,1163.7953106000787,s,1,禁止,l,1,0.7404037000378594,0.6441309000365436,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,44,44,17,,,,1165.2974577000132,1166.4968772000866,1166.4968772000866,1166.9145199999912,a,1,懒惰,l,1,0.9355187000473961,0.4970501000061631,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,45,45,0,,,,1168.4625141000142,1169.6619100000244,1169.6619100000244,1170.2801608000882,s,1,清秀,k,1,0.8169988999143243,0.540172899956815,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,46,46,72,,,,1171.7608801000752,1172.960252800025,1172.960252800025,1173.5753545000916,s,1,俊秀,k,1,0.8725481999572366,0.48975199996493757,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,47,47,63,,,,1175.0592266999884,1176.2585735000903,1176.2585735000903,1176.8751847000094,a,1,别扭,l,1,1.5858782000141218,0.583488600095734,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,48,48,65,,,,1179.1737865000032,1180.3731790999882,1180.3731790999882,1180.7908178000944,a,1,忧虑,l,1,0.7622058000415564,0.5244959000265226,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,49,49,79,,,,1182.188940800028,1183.388384400052,1183.388384400052,1183.8511740000686,a,1,轻率,l,1,1.7577535000164062,1.0113640999188647,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,50,50,53,,,,1186.7367411000887,1187.9360777999973,1187.9360777999973,1188.5087616000092,s,1,怀疑,l,1,0.8480225000530481,0.5638377999421209,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,51,51,70,,,,1190.0183593999827,1191.217744500027,1191.217744500027,1191.8561139000813,s,1,瑰丽,k,1,2.2173515999456868,0.6320433000801131,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,52,52,76,,,,1194.8159488000674,1196.0153715000488,1196.0153715000488,1196.4358308000956,a,1,优雅,k,1,0.7716150999767706,0.618606899981387,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,53,53,34,,,,1197.9476604000665,1199.1470820000395,1199.1470820000395,1199.658004200086,a,1,富足,k,1,1.9737910000840202,0.5795103000709787,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,54,54,5,,,,1202.3288644000422,1203.528237599996,1203.528237599996,1204.094133000006,s,1,处罚,l,1,0.8416608000406995,0.7079590000212193,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,55,55,14,,,,1205.7604251999874,1206.9598384000128,1206.9598384000128,1207.4768235000083,s,1,富丽,k,1,0.888384300051257,0.7830295000458136,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,56,56,64,,,,1209.275327600073,1210.4747189000482,1210.4747189000482,1210.9347445000894,s,1,有利,k,1,0.8213570000370964,0.45342269993852824,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,57,57,11,,,,1212.3404609999852,1213.5398183000507,1213.5398183000507,1214.049799200031,s,1,失意,l,1,0.8411633999785408,0.5145912999287248,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,58,58,26,,,,1215.52215850004,1216.721546899993,1216.721546899993,1217.1877805000404,a,1,充裕,k,1,0.7966909999959171,0.5105556999333203,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,59,59,21,,,,1218.6039629000006,1219.8033707999857,1219.8033707999857,1220.2217419000808,s,1,心慌,l,1,0.7381572999292985,0.5505369999445975,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,60,60,45,,,,1221.635752000031,1222.835182000068,1222.835182000068,1223.2456869999878,s,1,胡涂,l,1,0.9936665999703109,0.766467500012368,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,61,61,29,,,,1225.134053900023,1226.3334189000307,1226.3334189000307,1226.901080599986,s,1,鲁莽,l,1,1.5600144000491127,0.6303438000613824,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,62,62,74,,,,1229.198632500018,1230.3979977000272,1230.3979977000272,1231.0126369000645,a,1,敬佩,k,1,1.0089141000062227,0.5321125999325886,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,63,63,35,,,,1232.680189799983,1233.8795928000472,1233.8795928000472,1234.293010400026,s,1,撒谎,l,1,0.7382793000433594,0.5148183000274003,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,64,64,15,,,,1235.6953779000323,1236.894736199989,1236.894736199989,1237.309911300079,a,1,假冒,l,1,1.0212271999334916,0.8030776999657974,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,65,65,3,,,,1239.2602396000875,1240.4596302000573,1240.4596302000573,1240.977064600098,s,1,罚款,l,1,0.7931911000050604,0.4905968999955803,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,66,66,69,,,,1242.3753492999822,1243.5746972000925,1243.5746972000925,1244.1885280000279,s,1,黑暗,l,1,0.8543586999876425,0.5795778000028804,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,67,67,61,,,,1245.7403055999894,1246.9397155999904,1246.9397155999904,1247.4137142000254,s,1,悲观,l,1,0.7682627000613138,0.540173500077799,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,68,68,60,,,,1248.8387272000546,1250.0381464000093,1250.0381464000093,1250.5982863000827,a,1,卓越,k,1,1.3733610999770463,0.6624236999778077,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,69,69,38,,,,1252.7534355000826,1253.9528184999945,1253.9528184999945,1254.4652156000957,s,1,正直,l,0,1.69612680003047,0.6047472000354901,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,70,70,28,,,,1256.9013920000289,1258.1007376000052,1258.1007376000052,1258.5163536000764,a,1,顽强,k,1,0.8777921999571845,0.637279300019145,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,71,71,37,,,,1260.1497136000544,1261.3491596000968,1261.3491596000968,1261.7725528000155,s,1,自卑,l,1,1.008384299930185,0.7579453999642283,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,72,72,20,,,,1263.6479691000422,1264.8473400000948,1264.8473400000948,1265.2716773999855,a,1,舒畅,k,1,1.001816499978304,1.0748890000395477,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,73,73,71,,,,1267.462710199994,1268.6621136000613,1268.6621136000613,1269.2306689000688,a,1,争吵,l,1,1.093942299950868,1.0538334999000654,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,74,74,67,,,,1271.494010400027,1272.6933914000401,1272.6933914000401,1273.2087758000707,s,1,排斥,l,1,1.1945473999949172,0.584829599945806,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,75,75,23,,,,1275.1088375999825,1276.3082330999896,1276.3082330999896,1276.8218396999873,a,1,嘲笑,l,1,0.695279199979268,0.7942816999275237,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,76,76,51,,,,1278.4405497000553,1279.6399278000463,1279.6399278000463,1280.1590483000036,s,1,穷苦,l,1,0.8641361999325454,0.5906883000861853,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,77,77,47,,,,1281.7222098000348,1282.921565100085,1282.921565100085,1283.3449747000122,a,1,郁闷,l,1,0.9282012999756262,0.8640141000505537,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,78,78,56,,,,1285.237085700035,1286.4364963000407,1286.4364963000407,1287.0493186000967,s,1,生动,k,1,1.4491752999601886,0.5499162999913096,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,79,79,19,,,,1289.1684433000628,1290.367845300003,1290.367845300003,1290.8332780000055,s,1,孤单,l,1,2.000700900098309,0.6405408000573516,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,,,,,,,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,45,,,,1305.8676096000709,1307.0594498000573,1307.0761416000314,1307.6334426000249,s,1,懒惰,l,1,0.7630296999122947,0.5922928999643773,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,69,,,,1309.0917462999932,1310.2911622000393,1310.2911622000393,1310.8095315000974,s,1,闷热,l,1,0.7734373999992386,0.5950880000600591,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,32,,,,1312.2901686000405,1313.4895500000566,1313.4895500000566,1313.9524046999868,s,1,前进,k,1,1.1821964000118896,0.462152500054799,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,71,,,,1315.705101700034,1316.9044838000555,1316.9044838000555,1317.3186830000486,a,1,排斥,l,1,0.7546837999252602,0.6259904000908136,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,13,,,,1318.8201913000084,1320.0195842999965,1320.0195842999965,1320.48713220004,s,1,逃避,l,1,0.6721005999715999,0.5483339000493288,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,68,,,,1321.835371699999,1323.0347386000212,1323.0347386000212,1323.6551887000678,a,1,留恋,k,1,1.6053429000312462,0.7030461000977084,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,6,6,51,,,,1326.083221100038,1327.2825814000098,1327.2825814000098,1327.699561699992,s,1,焦躁,l,1,0.6711300999158993,0.4391000000759959,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,7,7,29,,,,1328.9317481000908,1330.131170900073,1330.131170900073,1330.6421524999896,s,1,撒谎,l,1,0.7582554999971762,0.5630925000878051,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,8,8,1,,,,1332.0802014000947,1333.2795945000835,1333.2795945000835,1333.854831899982,a,1,孤单,l,1,1.9011771000223234,0.4681785999564454,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,9,9,47,,,,1336.3447247000877,1337.5441347000888,1337.5441347000888,1337.9666080999887,a,1,沮丧,l,1,0.8080192999914289,0.890235900063999,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
