target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,text.started,text.stopped,blank.started,blank.stopped,respFlanker.keys,respFlanker.corr,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,respFlanker.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,12,12,57,,,,1090.131343,None,1088.947726,1090.147999,a,1,焦躁,l,1,0.607274,0.4857089,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,13,13,2,,,,1093.131244,None,1091.94724,1093.147893,a,1,优雅,k,1,0.6041711,0.6141214,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,14,14,11,,,,1096.414547,None,1095.231282,1096.431307,s,1,心慌,l,1,0.6070257,0.4566079,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,15,15,5,,,,1099.464572,None,1098.281254,1099.481305,s,1,厌恶,l,1,0.4990633,0.5478713,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,16,16,40,,,,1102.447944,None,1101.264412,1102.464531,s,1,秀丽,k,1,0.55853,0.5876651,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,17,17,63,,,,1105.681045,None,1104.497847,1105.697402,a,1,伤心,l,1,0.5164087,0.8932678,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,18,18,55,,,,1108.914609,None,1107.731176,1108.931166,a,1,逃避,l,1,0.6135637,0.5551812,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,19,19,67,,,,1111.964718,None,1110.781081,1111.981458,s,1,缺乏,l,1,0.5120237,0.5981402,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,20,20,43,,,,1114.914493,None,1113.731233,1114.931185,s,1,胡涂,l,1,0.5786194,0.454365,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,21,21,44,,,,1117.814282,None,1116.631254,1117.831253,a,1,敬佩,k,1,1.0252683,0.5241784,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,22,22,46,,,,1121.247402,None,1120.063853,1121.264028,s,1,卓越,k,1,0.5278455,0.659923,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,23,23,27,,,,1124.43123,None,1123.247822,1124.447912,s,1,排斥,k,0,1.3229804,0.6446813,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,24,24,30,,,,1128.26395,None,1127.080304,1128.280561,s,1,鲜艳,k,1,0.5394929,0.459073,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,25,25,8,,,,1131.247528,None,1130.063967,1131.26458,s,1,顽强,k,1,0.5433022,0.4293103,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,26,26,10,,,,1134.064357,None,1132.881179,1134.080975,a,1,前进,k,1,0.5942073,0.4989563,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,27,27,78,,,,1137.181064,None,1135.997419,1137.19711,s,1,畅销,k,1,0.6265491,0.5990724,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,28,28,65,,,,1140.263999,None,1139.081208,1140.280766,a,1,烦恼,l,1,0.7214522,0.5572834,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,29,29,6,,,,1143.53088,None,1142.347159,1143.547481,s,1,生动,k,1,0.5554196,0.6315677,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,30,30,42,,,,1146.598041,None,1145.414464,1146.614602,a,1,奉献,k,1,1.1276807,0.3972231,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,31,31,74,,,,1150.031033,None,1148.847596,1150.047757,a,1,富足,k,1,0.4837612,0.4243873,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,32,32,33,,,,1152.780436,None,1151.597877,1152.796978,a,1,争吵,l,1,0.5611922,0.6975061,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,33,33,76,,,,1156.014363,None,1154.831015,1156.030985,a,1,赞成,k,1,0.5865974,0.6374537,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,34,34,45,,,,1159.31471,None,1158.131239,1159.3315,s,1,嘲笑,l,1,0.7063143,0.6140363,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,35,35,62,,,,1162.664343,None,1161.480821,1162.680916,s,1,正直,k,1,0.5451742,0.717373,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,36,36,9,,,,1165.914442,None,1164.731055,1165.931201,a,1,冷笑,l,1,0.9775341,0.6283651,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,37,37,48,,,,1169.597816,None,1168.41448,1169.614395,s,1,振作,k,1,0.5888943,0.4777378,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,38,38,70,,,,1172.714338,None,1171.531727,1172.730833,s,1,俊秀,k,1,0.4994869,0.5400138,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,39,39,56,,,,1175.780964,None,1174.598084,1175.797655,s,1,永恒,k,1,0.4696675,0.4741596,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,40,40,3,,,,1178.731008,None,1177.547889,1178.747815,s,1,郁闷,l,1,0.4838758,0.486449,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,41,41,50,,,,1181.74782,None,1180.564429,1181.764388,a,1,爽朗,k,1,0.5676889,0.3769243,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,42,42,29,,,,1184.564549,None,1183.381129,1184.581232,s,1,别扭,l,1,0.6316484,0.5303024,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,43,43,36,,,,1187.764425,None,1186.581144,1187.781046,a,1,雄厚,k,1,0.4847541,0.5644896,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,44,44,72,,,,1190.797765,None,1189.614495,1190.814401,s,1,瑰丽,k,1,0.4528525,0.4706354,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,45,45,21,,,,1193.614707,None,1192.430989,1193.63128,s,1,怀疑,l,1,0.6308315,0.7112133,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,46,46,47,,,,1196.897729,None,1195.715021,1196.914392,a,1,落后,l,1,0.5543381,0.5175476,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,47,47,31,,,,1199.947751,None,1198.764439,1199.964366,a,1,罚款,l,1,0.4978274,0.5840912,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,48,48,19,,,,1202.930963,None,1201.747783,1202.947663,s,1,慌忙,l,1,0.4757863,0.5811767,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,49,49,20,,,,1205.881229,None,1204.697965,1205.897798,a,1,舒畅,k,1,0.6535978,0.6789168,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,50,50,53,,,,1209.131159,None,1207.947777,1209.147757,s,1,轻率,l,1,0.591474,0.7300732,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,51,51,32,,,,1212.314531,None,1211.130789,1212.331296,s,1,廉洁,k,1,0.6058314,0.5116621,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,52,52,7,,,,1215.29776,None,1214.114318,1215.314379,a,1,堵塞,l,1,0.4505744,0.5296075,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,53,53,22,,,,1218.197914,None,1217.014128,1218.214631,s,1,诚恳,k,1,0.6491723,0.8425,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,54,54,25,,,,1221.731044,None,1220.547121,1221.747879,a,1,消沉,l,1,0.48599,0.6917281,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,55,55,39,,,,1224.814593,None,1223.630923,1224.831254,a,1,黑暗,l,1,0.4245232,0.4919093,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,56,56,51,,,,1227.681069,None,1226.497496,1227.697731,s,1,丢失,l,1,0.6364119,0.5959446,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,57,57,14,,,,1230.830999,None,1229.647545,1230.847578,s,1,豪放,k,1,0.97836,0.5320239,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,58,58,0,,,,1234.280723,None,1233.097613,1234.297654,s,1,热切,k,1,0.6066514,0.459665,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,59,59,13,,,,1237.26432,None,1236.080999,1237.280867,s,1,沮丧,l,1,0.752295,0.7750954,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,60,60,35,,,,1240.797938,None,1239.614297,1240.814454,s,1,自卑,l,1,0.642284,0.6651217,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,61,61,16,,,,1244.064293,None,1242.880887,1244.080801,s,1,富丽,k,1,0.5250739,0.4360003,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,62,62,52,,,,1246.964509,None,1245.780818,1246.981219,a,1,珍藏,k,1,0.5509912,0.4860291,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,63,63,61,,,,1249.9641,None,1248.780939,1249.980918,s,1,撒谎,l,1,0.5453599,0.499112,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,64,64,58,,,,1252.980956,None,1251.79759,1252.997516,a,1,吉祥,k,1,0.6437511,0.4085344,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,65,65,64,,,,1256.064275,None,1254.880875,1256.080937,s,1,公平,k,1,0.9242236,0.4562569,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,66,66,1,,,,1259.397601,None,1258.214324,1259.414183,a,1,浪费,l,1,0.7335171,0.4012424,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,67,67,26,,,,1262.430956,None,1261.247662,1262.447683,a,1,充裕,k,1,0.663428,0.4671399,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,68,68,66,,,,1265.597933,None,1264.414149,1265.61456,a,1,精致,k,1,0.499446,0.5478036,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,69,69,59,,,,1268.530792,None,1267.347595,1268.547641,s,1,孤单,l,1,0.5481507,0.5095593,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,70,70,71,,,,1271.630921,None,1270.447613,1271.647485,a,1,忧虑,k,0,0.6546938,0.519978,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,71,71,4,,,,1274.664304,None,1273.480735,1274.680719,a,1,清秀,k,1,0.9331384,0.5540446,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,72,72,79,,,,1277.997602,None,1276.814195,1278.014258,a,1,失意,l,1,0.4999426,0.5688542,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,73,73,49,,,,1281.047779,None,1279.864153,1281.064464,a,1,穷苦,l,1,0.8177625,0.5890449,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,74,74,68,,,,1284.464128,None,1283.280782,1284.480837,a,1,如愿,k,1,0.6339773,0.512379,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,75,75,73,,,,1287.664474,None,1286.480929,1287.681108,a,1,鲁莽,l,1,0.5956363,0.4457039,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,76,76,60,,,,1290.66364,None,1289.480409,1290.680464,a,1,典雅,k,1,0.7151533,0.4869524,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,77,77,38,,,,1293.914229,None,1292.730732,1293.930841,s,1,旺盛,k,1,0.6157879,0.5422912,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,78,78,75,,,,1296.964026,None,1295.78079,1296.980713,s,1,禁止,l,1,0.6251595,0.5121181,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,79,79,54,,,,1300.147416,None,1298.964003,1300.164056,s,1,享受,k,1,0.5546576,0.8154548,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,,,,,,,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,68,,,,1321.397431,None,1320.199559,1321.413512,a,1,卓越,k,1,0.5423974,0.5651347,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,1,1,75,,,,1324.59725,None,1323.413478,1324.614043,s,1,排斥,l,1,0.5783346,0.9151795,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,2,2,7,,,,1328.047026,None,1326.863416,1328.063621,a,1,慌忙,l,1,0.873197,0.4918118,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,3,3,2,,,,1331.464134,None,1330.280722,1331.480718,a,1,廉洁,k,1,0.5992466,0.4724437,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,4,4,52,,,,1334.547395,None,1333.364012,1334.564122,a,1,鲜艳,k,1,0.4938262,0.5056236,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,5,5,20,,,,1337.597412,None,1336.414071,1337.614152,a,1,奉献,k,1,0.482996,0.6961408,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,6,6,49,,,,1340.797318,None,1339.613385,1340.813926,a,1,沮丧,l,1,0.9893312,0.4117475,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,7,7,15,,,,1344.247468,None,1343.064001,1344.263519,a,1,厌恶,l,1,0.5091341,0.6607238,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,8,8,73,,,,1347.313856,None,1346.130071,1347.330559,a,1,堵塞,l,1,0.4438733,0.3616557,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,9,9,3,,,,1349.997509,None,1348.814001,1350.014005,s,1,悲观,l,1,0.691385,0.6442348,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,10,10,32,,,,1353.263391,None,1352.080732,1353.280759,s,1,诚恳,k,1,0.7236126,0.6127017,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
